,appId,title,score,rating,review,install,developer,dev_email,dev_web,release
50,com.pkk.dki,Aplikasi Pendataan Dasawisma Provinsi DKI Jakarta,3.5663266,1946,1114,125040,"Dinas Cipta Karya, Tata Ruang & Pertanahan Jakarta",dinas_cktrp@jakarta.go.id,https://jakartasatu.jakarta.go.id/dasawisma,
51,com.nannoe.android.kehutanandki,Kehutanan DKI Jakarta,4.321429,28,13,2366,nannoe,info@nannoe.com,http://nannoe.com,"Apr 1, 2019"
52,id.go.jakarta.sisappra,SISAPPRA - Sistem Informasi Satpol PP DKI Jakarta,4.285714,14,6,950,Pemprov DKI Jakarta,satpolpp@jakarta.go.id,https://sisappra-satpolpp.jakarta.go.id/dki/sisappra/#/login,
53,id.bigio.jakarta.ppid,PPID Jakarta,0,0,0,870,PPID Provinsi DKI Jakarta,ppiddkijakarta@gmail.com,,
54,id.bigio.beritajakarta,Berita Jakarta,4.5849056,53,16,3473,Berita Jakarta,beritajakartadotcom@gmail.com,http://www.beritajakarta.id,"Oct 19, 2017"
55,id.ekir.booking,eKIR Jakarta - Booking,3.345912,3187,1643,176182,KIR DISHUB DKI,ekirdishubdki@gmail.com,http://kir.jakarta.go.id,
56,id.kirjkt.sidamonpkb,SI-DAMON PKB DKI Jakarta,4.2105265,19,5,1726,KIR DISHUB DKI,ekirdishubdki@gmail.com,http://www.e-kirdishubdki.web.id,
57,hidup.lingkungan.dinas.layanansampah,Layanan Sampah Jakarta,0,0,0,662,Pemprov DKI Jakarta,smartcityjakarta@gmail.com,http://www.jakarta.go.id,
58,id.buddyguard.OKOsafe,Jakarta Aman,4.372549,393,257,20869,"INDONESIA LEBIH AMAN, PT",cs@buddy-guard.co,https://www.jakarta-aman.app,
59,dki.id.petsi,JAIS - Jakarta Animal Identification System,0,0,0,129,Pemprov DKI Jakarta,keswandki@gmail.com,http://jais.jakarta.go.id,
60,com.nagabendu.bprd,SiJampang BPRD DKI Jakarta,0,0,0,38,Nagabendu Technologies,cs.nagabendu@gmail.com,http://bprd.jakarta.go.id,
61,id.ekir.dkiqrcode,Cek KIR Jakarta,3.35,800,254,83571,KIR DISHUB DKI,ekirdishubdki@gmail.com,http://kir.jakarta.go.id,
62,dinas.lh.pengemudi,Pengemudi Sampah,3.3333333,6,5,789,Pemprov DKI Jakarta,smartcityjakarta@gmail.com,http://www.jakarta.go.id,
63,go.id.jambiprov.nakertrans.sibakol,Sibakol,0,0,0,296,Disnakertrans Provinsi Jambi,disnakertranjambi@gmail.com,http://nakertrans.jambiprov.go.id/,"Sep 14, 2020"
64,com.bappeda.e_sibuk_bangat,SIBUK BANGAT,0,0,0,68,BAPPEDA PROVINSI JAMBI,eoffice.bappeda.provjambi@gmail.com,https://bappeda-provjambi.net,"Jan 26, 2020"
65,com.bappeda.mypidato,E-Pidato,0,0,0,4,BAPPEDA PROVINSI JAMBI,eoffice.bappeda.provjambi@gmail.com,https://e-pidato.bappeda-provjambi.net,"Dec 20, 2020"
66,go.id.jambiprov.nakertrans.sibakol,Sibakol,0,0,0,296,Disnakertrans Provinsi Jambi,disnakertranjambi@gmail.com,http://nakertrans.jambiprov.go.id/,"Sep 14, 2020"
67,com.motorola.camera2,Moto Camera 2,3.3834383,84988,40331,147400183,Motorola Mobility LLC.,playstor@motorola.com,http://www.motorola.com,"Jul 25, 2017"
68,com.nativebase,JDIH JABAR,4,5,1,431,Biro Hukum dan HAM Provinsi Jawa Barat,benyruhiman@gmail.com,http://jdih.jabarprov.go.id,"Aug 12, 2018"
69,com.sapawarga.jds,Sapawarga,4.113333,3004,1745,204933,Pemerintah Provinsi Jawa Barat,diskominfo@jabarprov.go.id,http://diskominfo.jabarprov.go.id,"Jun 17, 2019"
70,com.sicantik.simpatikjabar,Simpatik Perizinan Jawa Barat,4.36,25,17,2644,Alfiys.group,dpmptsp@jabarprov.go.id,https://dpmptsp.jabarprov.go.id/,"Sep 4, 2019"
71,com.wPerwakilanProvinsiJawaBarat,Perwakilan Provinsi Jawa Barat,3.8,10,6,1377,Pemerintah Provinsi Jawa Barat,official.jabarprov@gmail.com,http://jabarprov.go.id,"Jul 22, 2015"
72,dpmptsp.jabarprov.go.id.dpmptspjabarinternal,EUIS CANTIK,5,11,10,135,Alfiys.group,pamudi1971@gmail.com,https://dpmptsp.jabarprov.go.id/,"Jul 21, 2020"
73,gov.bdg.pusicovbandung,PUSICOV Bandung,4.457143,70,33,9571,Diskominfo Kota Bandung,dev.diskominfobdg@gmail.com,https://covid19.bandung.go.id/,"Oct 15, 2020"
74,id.go.jabarprov.pikobar,PIKOBAR Jawa Barat,4.142857,9282,4130,957898,Pemerintah Provinsi Jawa Barat,diskominfo@jabarprov.go.id,https://pikobar.jabarprov.go.id/,"Mar 16, 2020"
75,id.go.bapenda.sambara,SAMBARA,3.8764558,19731,10539,3862879,Puslia Bapenda Provinsi Jawa Barat,puslia168@gmail.com,http://bapenda.jabarprov.go.id,"Mar 21, 2021"
76,com.sicantik.simpatikjabar,Simpatik Perizinan Jawa Barat,4.36,25,17,2644,Alfiys.group,dpmptsp@jabarprov.go.id,https://dpmptsp.jabarprov.go.id/,"Sep 4, 2019"
77,com.wPerwakilanProvinsiJawaBarat,Perwakilan Provinsi Jawa Barat,3.8,10,6,1377,Pemerintah Provinsi Jawa Barat,official.jabarprov@gmail.com,http://jabarprov.go.id,"Jul 22, 2015"
78,ideotekno.app.infocoop,Info Coop,0,0,0,155,Pemerintah Provinsi Jawa Barat,dinaskukjabar@gmail.com,http://diskuk.jabarprov.go.id,"Feb 28, 2020"
79,com.sapawarga.jds,Sapawarga,4.113333,3004,1745,204933,Pemerintah Provinsi Jawa Barat,diskominfo@jabarprov.go.id,http://diskominfo.jabarprov.go.id,"Jun 17, 2019"
80,dpmptsp.jabarprov.go.id.dpmptspjabarinternal,EUIS CANTIK,5,11,10,135,Alfiys.group,pamudi1971@gmail.com,https://dpmptsp.jabarprov.go.id/,"Jul 21, 2020"
81,com.nativebase,JDIH JABAR,4,5,1,431,Biro Hukum dan HAM Provinsi Jawa Barat,benyruhiman@gmail.com,http://jdih.jabarprov.go.id,"Aug 12, 2018"
82,com.ino.bpbd,BPBD Jawa Tengah,4.888889,18,12,652,Lab Riset D2F,d2fudinus@gmail.com,http://dmi-kotasemarang.dinus.ac.id/,"Jul 10, 2019"
83,jatengprov.perhubungan.alip,ALIP,4.08,75,52,9941,Dinas Perhubungan Provinsi Jawa tengah,perhubungan@jatengprov.go.id,http://www.perhubungan.jatengprov.go.id/,"Oct 29, 2018"
84,com.sigubjateng.kpujateng,SiGUB Jateng,4.324324,37,21,2929,KPU Provinsi Jawa Tengah,kpujateng@gmail.com,http://kpu-jatengprov.go.id,"Aug 27, 2017"
85,jatengprov.perhubungan.tiketkmckartini,Tiket KMC Kartini,0,0,0,24,Dinas Perhubungan Provinsi Jawa tengah,perhubungan@jatengprov.go.id,http://kmckartini.perhubungan.jatengprov.go.id/,"Sep 25, 2019"
86,jatengprov.perhubungan.ajaktertib,Ajak Tertib,3.5,6,3,112,Dinas Perhubungan Provinsi Jawa tengah,perhubungan@jatengprov.go.id,http://www.perhubungan.jatengprov.go.id/,"Nov 20, 2018"
87,id.go.jatimprov.dinkes.ppid,PPID Dinkes Jatim,5,10,0,254,Dinas Kesehatan Provinsi Jawa Timur,infolitbangkes.jatim@gmail.com,,"Aug 6, 2020"
88,lapantiga.bppauddikmas,Balai Center BP-PAUD dan Dikmas Jatim,4.3333335,12,6,784,BP-PAUD dan Dikmas Jatim,pauddikmasjatim@kemdikbud.go.id,http://pauddikmasjatim.kemdikbud.go.id/,"Jul 17, 2019"
89,id.go.jatimprov.dinkes,BUAIAN,0,0,0,79,Dinas Kesehatan Provinsi Jawa Timur,infolitbangkes.jatim@gmail.com,http://dinkes.jatimprov.go.id,"Sep 18, 2019"
90,lapantiga.bppauddikmas,Balai Center BP-PAUD dan Dikmas Jatim,4.3333335,12,6,784,BP-PAUD dan Dikmas Jatim,pauddikmasjatim@kemdikbud.go.id,http://pauddikmasjatim.kemdikbud.go.id/,"Jul 17, 2019"
91,gov.id.disperindag.android_app,Disperindag Jatim,0,0,0,282,Disperindag Jatim,disperindagjatim@gmail.com,http://disperindag.jatimprov.go.id/,"Oct 30, 2017"
92,pemprovkalbar.android.antrian,Samsat Kalbar,4.537736,128,89,25618,PemprovKalbar,pemprovkalbar@gmail.com,,
93,com.adpim.kalbarprov,SIAP KALBAR,5,6,4,73,Biro ADPIM SETDA Provinsi Kalbar,adpim@kalbarprov.go.id,https://adpim.kalbarprov.go.id,
94,com.borneone.samsatkalbar2018,Samsat Pontianak,2.01,919,552,88549,Samsat Kal-Bar,samsatpontianak@gmail.com,http://dispenda.pontianakkota.go.id/,
95,id.go.kalbarprov.smartsatpolpp,SATPOLPP SMART KALBAR,0,0,0,34,Pemerintah Provinsi Kalimantan Barat,hello@kalbarprov.go.id,https://kalbarprov.go.id,
96,id.go.kalbarprov.sikepo,SIKEPO KALBAR,0,0,0,20,Pemerintah Provinsi Kalimantan Barat,halo@disporapar.kalbarprov.go.id,https://disporapar.kalbarprov.go.id,"Feb 21, 2021"
97,go.id.esdm.kalbarprov,Dinas ESDM Kalbar,0,0,0,166,Biro ADPIM SETDA Provinsi Kalbar,distamben@kalbarprov.go.id,https://esdm.kalbarprov.go.id,
98,com.dekranasda.qriya,QRIYA KALBAR,0,0,0,15,Pemerintah Provinsi Kalimantan Barat,dekranasda.kb@gmail.com,https://qriya.kalbarprov.go.id,
99,or.id.lptqkalbar,LPTQ KALBAR,0,0,0,39,Biro ADPIM SETDA Provinsi Kalbar,lptqprovkalbar@gmail.com,https://www.lptqkalbar.or.id/,
100,id.go.kalbarprov.distan.gofarm,GOFARM KALBAR,0,0,0,15,Pemerintah Provinsi Kalimantan Barat,tahanpangan@kalbarprov.go.id,https://distan.kalbarprov.go.id/,
101,com.kalbarprov.sikedip,SIKEDIP KALBAR Ver.2.0,0,0,0,18,KalbarProv,ppid@kalbarprov.go.id,https://sikedip.kalbarprov.go.id/depan,
102,com.app.labkeskalbar,UPT Labkes Kalbar,0,0,0,13,Citra Waras Developer,uptlabbkeskalbar@gmail.com,https://uptlabkes.kalbarprov.go.id/,
103,terbit.umum.main,Terbit Kalbar,0,0,0,3,Pemerintah Provinsi Kalimantan Barat,dishub@kalbarprov.go.id,https://dishub.kalbarprov.go.id,
104,com.alphasoft.esignature,eSignature Diskominfo Prov Kalsel,0,0,0,38,SATRIYADI SOFT,wisnu@satriyadi.com,http://satriyadi.com,"Apr 9, 2020"
105,go.id.simapan.kalsel,SIMAPAN PERIZINAN KALIMANTAN SELATAN,5,5,3,155,Alfiys.group,dpmptsp.prov.kalsel@gmail.com,,"Nov 10, 2019"
106,com.bakeudaprovkalsel.info_pajak,Bakeuda Prov Kalsel,3.6923077,232,143,31956,BAKEUDAPROV KALSEL,pdp.bakeudaprovkalsel@gmail.com,,
107,go.id.simapan.kalsel,SIMAPAN PERIZINAN KALIMANTAN SELATAN,5,5,3,155,Alfiys.group,dpmptsp.prov.kalsel@gmail.com,,"Nov 10, 2019"
108,com.apps.e_presensi,E-Presensi Bappeda Kalsel,3.8181818,11,8,1513,CV. Aplikasi Karya Anak Banua,bappedakalselprov@gmail.com,,
109,dangsanak.os.webview,Dangsanak,4.783784,37,23,867,Lpmp kalsel,weblpmpkalsel@gmail.com,https://www.dangsanaknew.lpmpkalsel.com,
110,haruna.gi.eumkm,UMKM Kalimantan Tengah,0,0,0,199,Pemerintah Provinsi Kalteng,kaltengprov@gmail.com,,
111,id.go.kaltengprov.kalteng.mobile.ekoperasi,Kalteng Mobile New,0,0,0,3,Pemerintah Provinsi Kalteng,kaltengprov@gmail.com,https://kalteng.go.id/,
112,infomed.pariwisata,Pariwisata Kalteng New,0,0,0,29,Pemerintah Provinsi Kalteng,kaltengprov@gmail.com,,
113,com.harunagimmc,MMC KALTENG NEW,0,0,0,65,Pemerintah Provinsi Kalteng,kaltengprov@gmail.com,,
114,haruna.gi.sppd,SPPD Mobile,0,0,0,14,Pemerintah Provinsi Kalteng,kaltengprov@gmail.com,,
115,id.co.inf.skp_kalteng,SKP Kalteng,4.571429,7,5,258,inf,dimarahin@gmail.com,http://inf.co.id,
116,com.greennusa.ppidmobile,PPID Kaltim,0,0,0,106,PPID  PROVINSI KALIMANTAN TIMUR,ppid@kaltimprov.go.id,http://ppid.kaltimprov.go.id/,"Sep 16, 2019"
117,com.greennusa.ppidmobile,PPID Kaltim,0,0,0,106,PPID  PROVINSI KALIMANTAN TIMUR,ppid@kaltimprov.go.id,http://ppid.kaltimprov.go.id/,"Sep 16, 2019"
118,com.greennusa.KaltimBelajar,Kaltim Belajar,0,0,0,183,PPID  PROVINSI KALIMANTAN TIMUR,diskominfo@kaltimprov.go.id,,"Jun 25, 2019"
119,com.sip.kaltim,SIP Prov. Kaltim,4.3333335,9,5,219,DISPERINDAGKOP dan UMKM Prov. Kalimantan Timur,indagkopsipkaltim@gmail.com,http://sip-kaltim.id,
120,com.rsud.tarakankaltarav2,RSUD Tarakan Kaltara Mobile V2,5,5,1,954,RSUD Tarakan Kalimantan Utara,rsudtarakan.kaltara@gmail.com,https://rsudtarakan.kaltaraprov.go.id,"Jul 27, 2021"
121,bprrd.kaltaraprov.samsatku,eSAMSAT Kalimantan Utara,4.432836,67,31,12738,BPPRD Prov. Kalimantan Utara,ITDevelopment@bpprdku.net,,
122,com.rsud.tarakankaltarav2,RSUD Tarakan Kaltara Mobile V2,5,5,1,954,RSUD Tarakan Kalimantan Utara,rsudtarakan.kaltara@gmail.com,https://rsudtarakan.kaltaraprov.go.id,"Jul 27, 2021"
123,com.betalphi.disdukcapilkaltara,DISDUKCAPIL KALTARA,3.909091,22,17,1185,DISDUKCAPIL KALTARA,disdukcapilkaltaradev@gmail.com,http://disdukcapil.kaltaraprov.go.id,
124,id.kaltaraprov.pesonabisa,PESONA BISA KALTARA,0,0,0,28,Alfiys.group,dpmptsp.provkaltara@gmail.com,https://dpmptsp.kaltaraprov.go.id/,"Oct 22, 2020"
125,com.logiccommunity.jdihkaltara,JDIH Kaltara,0,0,0,68,Logic Community,muhammadismail.7490@gmail.com,http://portofolio.logiccommunity.com/,
126,com.app.kaltaraprov,SIMPELPRO Kaltara,0,0,0,11,Amanah Kreasi Benuanta,protokol@kaltaraprov.go.id,,
127,com.pengaduandprdkaltara.app,Pengaduan DPRD Kaltara,5,5,4,15,Garuda Merah Dev,pengaduandprdkaltara@gmail.com,http://pengaduandprdkaltara.com/,
128,com.cleova.android.dlhkkepri,DLHKKEPRI -Dinas Lingkungan Hidup& Kehutanan KEPRI,0,0,0,319,CLEOVA DEV,dlhk.provkepri@gmail.com,https://dlhk.kepriprov.go.id,"Nov 17, 2018"
129,com.fingerfastlab.biadminsantun,BI SANTUN ADMIN,4,12,4,561,KPw Bank Indonesia Provinsi Kepulauan Riau,admin@santun.id,http://santun.id,"Sep 4, 2017"
130,com.sip.budgeting,SIKMA Kepri,0,0,0,17,IKM Disperindag,ikmdisperindag@gmail.com,https://ikm-disperindag.kepriprov.go.id/,"Jun 10, 2020"
131,esamsat.kepri,ESamsat KEPRI,3.94,299,175,71574,BP2RD Kepulauan Riau,bp2rdkepri@gmail.com,http://dispenda.kepriprov.go.id,"Sep 9, 2018"
132,ppdb.kepri,PPDB KEPRI,4.7647057,17,5,1797,IndoMedia,bankabu@gmail.com,,"Jun 24, 2021"
133,esamsat.kepri,ESamsat KEPRI,3.94,299,175,71574,BP2RD Kepulauan Riau,bp2rdkepri@gmail.com,http://dispenda.kepriprov.go.id,"Sep 9, 2018"
134,com.blondev.jdihlampung,JDIH Provinsi Lampung,0,0,0,92,Biro Hukum Setda Provinsi Lampung,blondevdotco@gmail.com,http://jdih.lampungprov.go.id,"May 8, 2020"
135,com.diskominfotik.ppidmobile,PPID Lampung,0,0,0,18,Pemerintah Provinsi Lampung,pemerintahprovinsilampung@gmail.com,https://ppid.lampungprov.go.id,"Jun 1, 2021"
136,com.disperindag.sigap,SIGAP - Sistem Informasi Harga Pasar Lampung,4.6153846,13,10,251,Pemerintah Provinsi Lampung,pemerintahprovinsilampung@gmail.com,https://disperindag.lampungprov.go.id/,"Nov 23, 2020"
137,com.sikam.app,SIKAM,4.611111,18,12,145,Pemerintah Provinsi Lampung,pemerintahprovinsilampung@gmail.com,http://lampungprov.go.id,"May 4, 2020"
138,home.btn.gun.absensi,Absensi Pegawai Provinsi Lampung,0,0,0,212,Guntur Kurniawan,guntur.kurniawan@gmail.com,,"Jun 13, 2019"
139,org.hayyahteam.jdih.app,JDIH Sekwan Lampung,0,0,0,17,alhayyah squad,Alhayyahsquad@gmail.com,,"Aug 2, 2020"
140,com.diskominfotik.ppidmobile,PPID Lampung,0,0,0,18,Pemerintah Provinsi Lampung,pemerintahprovinsilampung@gmail.com,https://ppid.lampungprov.go.id,"Jun 1, 2021"
141,com.disperindag.sigap,SIGAP - Sistem Informasi Harga Pasar Lampung,4.6153846,13,10,251,Pemerintah Provinsi Lampung,pemerintahprovinsilampung@gmail.com,https://disperindag.lampungprov.go.id/,"Nov 23, 2020"
142,com.sikam.app,SIKAM,4.611111,18,12,145,Pemerintah Provinsi Lampung,pemerintahprovinsilampung@gmail.com,http://lampungprov.go.id,"May 4, 2020"
143,com.apps2u.rsudntb,RSUD Provinsi NTB,0,0,0,495,apps2u.id,apps2u.id@gmail.com,http://www.apps2u.id,"Oct 11, 2018"
144,com.radio.nusa.tenggara,Radio Nusa Tenggara,0,0,0,27,YOYOG APP,hanya30april@gmail.com,https://m4378b070.app-ads-txt.com/app-ads.txt,"Feb 11, 2021"
145,com.rsudprovntb.rsudprovntb,RSUD Prov NTB,0,0,0,843,Compro Innova Solution,gst.mtrm@gmail.com,http://rsud.ntbprov.go.id/,"Sep 23, 2019"
146,id.go.ntbprov.agendapimpinan.agendapimpinan,Agenda Pimpinan NTB,0,0,0,21,"Dinas Komunikasi, Informatika dan Statistik NTB",diskominfotikntb@gmail.com,https://diskominfotik.ntbprov.go.id/,"Apr 15, 2019"
147,id.go.ntbprov.diskominfotik.sdgswebview,SDGs NTB,4.3333335,6,3,399,"Dinas Komunikasi, Informatika dan Statistik NTB",diskominfotikntb@gmail.com,https://sdgs.bappeda.ntbprov.go.id,"Nov 20, 2018"
148,id.go.ntbprov.diskominfotik.siagantb,Siaga NTB,4.6,10,5,229,"Dinas Komunikasi, Informatika dan Statistik NTB",diskominfotikntb@gmail.com,,"Jul 27, 2020"
149,id.go.ntbprov.ppidntb.ppidntb,PPID NTB,0,0,0,71,"Dinas Komunikasi, Informatika dan Statistik NTB",diskominfotikntb@gmail.com,,"Aug 26, 2019"
